X	Y	bedrock	ground_surface	
755226.120122	3007301.170642	-23.28810119629	49.579772949219	
755264.762485	3007307.499618	-21.66860580444	49.704048156738	
755303.404847	3007313.828593	-20.02256393433	49.892555236816	
755342.463058	3007320.225677	-18.33446884155	49.989051818848	
755381.168231	3007326.56494	-16.5991230011	50.009777069092	
755419.10452	3007332.778272	-14.89669132233	50.030006408691	
755457.040808	3007338.991604	-13.26679229736	50.056407928467	
755494.977097	3007345.204936	-11.60840606689	50.078784942627	
755532.913385	3007351.418268	-10.03607273102	50.095432281494	
755570.849673	3007357.6316	-8.592166900635	50.098155975342	
755616.367432	3007365.086651	-6.864538192749	50.096488952637	
755669.466661	3007373.78342	-5.190561294556	50.109367370605	
755717.727007	3007381.687661	-3.72641658783	50.141891479492	
755763.319544	3007389.154959	-2.523442745209	50.402881622314	
755813.471335	3007397.368987	-1.25656747818	50.63591003418	
755868.638305	3007406.404417	0.0140976728871	53.524513244629	
755929.321973	3007416.343391	1.3778327703476	56.468795776367	
755996.074007	3007427.276262	2.9527440071106	59.558567047119	
756069.501244	3007439.30242	4.9651226997375	60.411251068115	
756150.271205	3007452.531195	7.5237956047058	60.550304412842	
756239.118162	3007467.082846	10.778411865234	60.496681213379	
756336.849815	3007483.089663	14.420478820801	64.246467590332	
756444.354633	3007500.697161	18.043836593628	69.294296264648	
756562.609933	3007520.065409	21.331279754639	70.735237121582	
756692.690763	3007541.370482	22.871892929077	72.218185424805	
756835.779676	3007564.806062	22.023464202881	78.441299438477	
756991.757307	3007590.3526	22.521018981934	84.310684204102	
757153.809898	3007616.894115	32.698417663574	93.67993927002	
757315.86249	3007643.43563	52.543468475342	99.160171508789	
757477.915082	3007669.977145	62.164260864258	107.5950088501	
757639.967673	3007696.51866	63.767883300781	110.10904693604	
757802.020265	3007723.060175	62.958213806152	109.11765289307	
757964.072856	3007749.60169	58.831047058105	104.29001617432	
758126.125448	3007776.143205	53.653415679932	100.78012084961	
758288.17804	3007802.68472	51.176013946533	99.976684570313	
752760.3786192	3006752.563849	25.627388000488	97.97191619873	
752930.287946	3006780.392167	26.039583206177	99.778800964355	
753100.19727274	3006808.220484	26.161766052246	100.29817199707	
753270.1065995	3006836.048801	25.636541366577	100.54531860352	
753440.0159263	3006863.877118	22.4411277771	84.148872375488	
753609.925253	3006891.705436	7.0874171257019	70.114669799805	
753777.3263853	3006919.122952	-17.00096702576	60.664920806885	
753934.7241894	3006944.902091	-22.3981628418	56.51265335083	
754077.8131023	3006968.337671	-22.7068901062	56.296264648438	
754207.893932	3006989.642744	-22.76308250427	56.0510597229	
754326.149232	3007009.010992	-23.29313659668	56.300891876221	
754433.65405	3007026.61849	-24.40250968933	56.173717498779	
754531.385703	3007042.625307	-26.11300468445	55.297386169434	
754620.23266	3007057.176959	-28.04246139526	54.131320953369	
754701.002621	3007070.405733	-29.70040512085	54.051540374756	
754774.429858	3007082.431891	-30.78364372253	53.165260314941	
754841.181892	3007093.364762	-31.28657531738	51.915374755859	
754901.865559	3007103.303736	-31.07255935669	50.531658172607	
754957.03253	3007112.339167	-30.66686439514	50.096004486084	
755007.184321	3007120.553195	-29.87445831299	50.023529052734	
755052.776858	3007128.020493	-29.04320526123	50.004417419434	
755094.224619	3007134.808945	-27.98349761963	50.001407623291	
755133.28283	3007141.20603	-26.97906494141	49.995384216309	
755171.925193	3007147.535005	-25.735206604	49.992015838623	
755210.567555	3007153.86398	-24.42860221863	49.991054534912	
755249.209918	3007160.192956	-23.05428314209	49.984600067139	
755287.852281	3007166.521931	-21.51024055481	49.987163543701	
755326.494644	3007172.850906	-19.96527862549	49.990207672119	
755365.552855	3007179.24799	-18.31522750854	50.00186920166	
755404.258028	3007185.587253	-16.65708351135	50.009708404541	
755442.194316	3007191.800585	-15.02919101715	50.02392578125	
755480.130605	3007198.013917	-13.43598937988	50.052646636963	
755518.066893	3007204.227249	-11.84278869629	50.081367492676	
755556.003182	3007210.440581	-10.33089351654	50.107791900635	
755593.93947	3007216.653913	-8.8892993927	50.132625579834	
755639.457229	3007224.108964	-7.194025993347	50.182830810547	
755692.556457	3007232.805733	-5.468508243561	50.422168731689	
755740.816804	3007240.709974	-3.94647860527	50.960056304932	
755786.409341	3007248.177272	-2.700019359589	52.249671936035	
755836.561132	3007256.3913	-1.346839785576	53.64909362793	
755891.728102	3007265.426731	-0.015392182395	57.034358978271	
755952.411769	3007275.365704	1.4622056484222	59.42989730835	
756019.163803	3007286.298576	3.1009116172791	59.938991546631	
756092.59104	3007298.324734	5.1387944221497	60.017066955566	
756173.361001	3007311.553508	7.6320757865906	60.047393798828	
756262.207959	3007326.105159	10.673000335693	60.075420379639	
756359.939611	3007342.111976	14.130564689636	61.50772857666	
756467.444429	3007359.719474	17.402997970581	67.003692626953	
756585.699729	3007379.087723	19.949615478516	69.985443115234	
756715.780559	3007400.392796	21.316997528076	70.567024230957	
756858.869472	3007423.828376	21.596109390259	77.206680297852	
757014.847103	3007449.374913	22.66851234436	85.394035339355	
757176.899695	3007475.916428	33.715072631836	90.272567749023	
757338.952287	3007502.457943	51.565086364746	98.654411315918	
757501.004878	3007528.999458	59.996715545654	106.07873535156	
757663.05747	3007555.540973	61.573650360107	107.44522857666	
757825.110061	3007582.082488	59.874622344971	105.41661071777	
757987.162653	3007608.624003	54.558094024658	100.47055053711	
758149.215245	3007635.165518	50.440143585205	94.758193969727	
758311.267836	3007661.707033	49.388835906982	97.408653259277	
758473.320428	3007688.248548	49.370143890381	99.981986999512	
752613.559089	3006583.757845	24.158109664917	94.43384552002	
752783.4684158	3006611.586163	24.876354217529	99.959922790527	
752953.3777426	3006639.41448	25.355854034424	99.894844055176	
753123.28706932	3006667.242797	25.293781280518	104.32662200928	
753293.1963961	3006695.071114	24.443361282349	107.98555755615	
753463.1057229	3006722.899432	20.920558929443	85.541732788086	
753633.0150496	3006750.727749	6.3695707321167	68.068710327148	
753800.4161819	3006778.145266	-19.5886554718	61.046894073486	
753957.813986	3006803.924404	-23.78223800659	51.983325958252	
754100.9028989	3006827.359984	-22.86181640625	50.017841339111	
754230.983729	3006848.665057	-22.86405944824	54.057010650635	
754349.239029	3006868.033305	-23.52628517151	56.424411773682	
754456.743847	3006885.640804	-24.57930755615	56.115871429443	
754554.4755	3006901.64762	-26.1909122467	55.16739654541	
754643.322457	3006916.199272	-28.84930610657	52.464469909668	
754724.092418	3006929.428046	-31.98384094238	54.578521728516	
754797.519655	3006941.454204	-34.51497268677	56.429988861084	
754864.271689	3006952.387075	-35.37442398071	56.576114654541	
754924.955356	3006962.326049	-35.53293609619	53.175300598145	
754980.122326	3006971.36148	-35.60801696777	50.708511352539	
755030.274117	3006979.575508	-35.36835861206	50.252704620361	
755075.866655	3006987.042806	-35.13848876953	50.020114898682	
755117.314416	3006993.831259	-34.96318435669	50.011672973633	
755156.372626	3007000.228343	-34.18214035034	50.001529693604	
755195.014989	3007006.557318	-34.23533630371	50.000255584717	
755233.657352	3007012.886294	-33.47940063477	50.000061035156	
755272.299715	3007019.215269	-32.03973007202	50.0	
755310.942078	3007025.544244	-30.05347633362	50.0	
755349.584441	3007031.87322	-28.75719070435	50.0	
755388.642651	3007038.270304	-24.46069526672	50.0	
755427.347824	3007044.609566	-21.09711837769	50.0	
755465.284113	3007050.822898	-18.904712677	50.0	
755503.220401	3007057.036231	-14.9583978653	50.0	
755541.15669	3007063.249563	-12.83345031738	50.014232635498	
755579.092978	3007069.462895	-10.96242809296	50.174377441406	
755617.029267	3007075.676227	-8.988305091858	50.387939453125	
755662.547025	3007083.131277	-7.303695201874	50.815780639648	
755715.646254	3007091.828046	-5.483575344086	52.428653717041	
755763.9066	3007099.732287	-3.983720064163	53.571880340576	
755809.499137	3007107.199585	-2.750092029572	55.119148254395	
755859.650929	3007115.413613	-1.405015587807	57.263809204102	
755914.817899	3007124.449044	-0.049119029194	58.494255065918	
755975.501566	3007134.388018	1.4562109708786	59.469303131104	
756042.2536	3007145.320889	3.1218214035034	59.931159973145	
756115.680837	3007157.347047	5.1642589569092	59.98486328125	
756196.450798	3007170.575821	7.6417093276978	60.060955047607	
756285.297755	3007185.127473	10.629678726196	64.100006103516	
756383.029408	3007201.134289	13.972094535828	68.751419067383	
756490.534226	3007218.741788	16.945587158203	69.796409606934	
756608.789526	3007238.110036	19.090517044067	70.01481628418	
756738.870356	3007259.415109	20.702884674072	70.867012023926	
756881.959269	3007282.850689	21.665460586548	77.978240966797	
757037.9369	3007308.397227	23.922702789307	86.474922180176	
757199.989491	3007334.938742	36.758617401123	90.008766174316	
757362.042083	3007361.480257	48.809425354004	92.766204833984	
757524.094675	3007388.021772	53.869617462158	97.836219787598	
757686.147266	3007414.563287	55.665096282959	100.020362854	
757848.199858	3007441.104802	54.601360321045	98.983177185059	
758010.25245	3007467.646316	50.939140319824	94.897148132324	
758172.305041	3007494.187831	48.77872467041	92.462646484375	
758334.357633	3007520.729346	48.609157562256	91.719650268555	
758496.410225	3007547.270861	48.795211791992	98.310157775879	
758658.462816	3007573.812376	48.946273803711	99.976173400879	
752636.6488856	3006442.780159	22.381734848022	98.599174499512	
752806.5582124	3006470.608476	22.87490272522	99.788681030273	
752976.4675391	3006498.436793	23.044422149658	98.631118774414	
753146.3768659	3006526.26511	22.579246520996	93.428009033203	
753316.2861927	3006554.093428	20.400621414185	95.039886474609	
753486.1955194	3006581.921745	13.461734771729	80.373168945313	
753656.1048462	3006609.750062	-6.885711669922	69.105361938477	
753823.5059784	3006637.167579	-38.30783843994	66.578895568848	
753980.9037826	3006662.946717	-41.12389373779	60.886386871338	
754123.992695	3006686.382298	-38.96562957764	54.105285644531	
754254.073525	3006707.687371	-38.05986785889	60.076152801514	
754372.328825	3006727.055619	-43.99464797974	61.125732421875	
754479.833643	3006744.663117	-56.93055343628	57.586837768555	
754577.565296	3006760.669934	-58.08158111572	51.238376617432	
754666.412253	3006775.221585	-53.09275054932	50.096820831299	
754747.182214	3006788.450359	-51.58163833618	50.731620788574	
754820.609452	3006800.476518	-49.64139556885	52.295436859131	
754887.361485	3006811.409389	-47.38380813599	52.985813140869	
754948.045153	3006821.348363	-45.68159484863	51.540000915527	
755003.212123	3006830.383793	-44.65167617798	50.705860137939	
755053.363914	3006838.597821	-43.94884109497	50.105381011963	
755098.956451	3006846.065119	-43.72752380371	50.014156341553	
755140.404212	3006852.853572	-43.65599822998	50.004058837891	
755179.462423	3006859.250656	-43.70185852051	50.000221252441	
755218.104786	3006865.579632	-43.88481140137	50.000102996826	
755256.747149	3006871.908607	-44.09385299683	50.0	
755295.389511	3006878.237582	-44.54661560059	50.0	
755334.031874	3006884.566558	-45.01718902588	50.0	
755372.674237	3006890.895533	-45.62347412109	50.0	
755411.732448	3006897.292617	-46.31941604614	50.0	
755450.437621	3006903.63188	-47.00021362305	50.0	
755488.37391	3006909.845212	-47.53496170044	50.0	
755526.310198	3006916.058544	-48.01968383789	50.0	
755564.246486	3006922.271876	-48.33210754395	50.001327514648	
755602.182775	3006928.485208	-48.47772979736	50.04674911499	
755640.119063	3006934.69854	-48.58283996582	50.08670425415	
755685.636822	3006942.153591	-48.21674728394	50.333190917969	
755738.73605	3006950.85036	-47.53259658813	50.826885223389	
755786.996397	3006958.754601	-45.47681808472	51.144496917725	
755832.588934	3006966.221899	-42.60343933105	51.567161560059	
755882.740725	3006974.435927	-38.50665664673	51.976028442383	
755937.907695	3006983.471357	-31.59568023682	52.772300720215	
755998.591362	3006993.410331	-23.57560920715	54.050910949707	
756065.343396	3007004.343202	-16.39594650269	56.487434387207	
756138.770634	3007016.369361	-11.73689174652	56.925556182861	
756219.540595	3007029.598135	-9.194969177246	57.537014007568	
756308.387552	3007044.149786	-4.376950740814	62.466144561768	
756406.119204	3007060.156603	2.2979214191437	75.082862854004	
756513.624023	3007077.764101	11.065076828003	70.686485290527	
756631.879322	3007097.132349	19.337055206299	70.087509155273	
756761.960152	3007118.437422	21.969985961914	74.925399780273	
756905.049065	3007141.873003	23.502531051636	79.879661560059	
757061.026696	3007167.41954	30.324775695801	83.356941223145	
757223.079288	3007193.961055	41.3669090271	89.744651794434	
757385.13188	3007220.50257	45.505310058594	90.050109863281	
757547.184471	3007247.044085	46.678329467773	90.038200378418	
757709.237063	3007273.5856	48.534378051758	91.134521484375	
757871.289655	3007300.127115	49.880352020264	93.112663269043	
758033.342246	3007326.66863	49.263286590576	92.87410736084	
758195.394838	3007353.210145	48.575202941895	92.222602844238	
758357.447429	3007379.75166	48.495155334473	92.136123657227	
758519.500021	3007406.293175	48.57958984375	92.339653015137	
758681.552613	3007432.83469	48.568138122559	99.124900817871	
752829.2629108	3006331.982055	19.345666885376	99.561347961426	
752999.1722376	3006359.810372	18.61111831665	91.233932495117	
753169.08156432	3006387.63869	16.83270072937	86.05982208252	
753338.9908911	3006415.467007	13.010391235352	82.098266601563	
753508.9002179	3006443.295324	3.6272885799408	70.838523864746	
753678.8095446	3006471.123641	-20.17120742798	75.592155456543	
753846.2106769	3006498.541158	-47.48123550415	74.337791442871	
754003.608481	3006524.320297	-53.21002197266	69.64720916748	
754146.697394	3006547.755877	-55.17517471313	60.824535369873	
754276.778224	3006569.06095	-57.88659286499	62.533527374268	
754395.033524	3006588.429198	-60.19863510132	62.587169647217	
754502.538342	3006606.036696	-61.45976257324	59.734130859375	
754600.269995	3006622.043513	-60.75994873047	53.422847747803	
754689.116952	3006636.595164	-58.40467071533	50.772468566895	
754769.886913	3006649.823938	-55.39962768555	50.047119140625	
754843.31415	3006661.850097	-52.19912719727	50.113426208496	
754910.066184	3006672.782968	-49.15404129028	50.197456359863	
754970.749851	3006682.721942	-46.98732376099	50.026374816895	
755025.916821	3006691.757372	-44.98215103149	50.023216247559	
755076.068612	3006699.9714	-44.10576248169	50.000118255615	
755121.66115	3006707.438698	-43.01514816284	50.000110626221	
755163.108911	3006714.227151	-43.09329986572	50.0	
755202.167121	3006720.624235	-43.40988540649	50.0	
755240.809484	3006726.953211	-43.75505065918	50.0	
755279.451847	3006733.282186	-44.27314758301	50.0	
755318.09421	3006739.611161	-44.81661987305	50.0	
755356.736573	3006745.940137	-45.514503479	50.0	
755395.378936	3006752.269112	-46.27229309082	50.0	
755434.437146	3006758.666196	-46.99214935303	50.0	
755473.142319	3006765.005459	-47.59909439087	50.0	
755511.078608	3006771.218791	-48.1915473938	50.0	
755549.014896	3006777.432123	-48.4501914978	50.0	
755586.951185	3006783.645455	-48.60094451904	50.0	
755624.887473	3006789.858787	-48.68923568726	50.001979827881	
755662.823762	3006796.072119	-48.42823028564	50.002090454102	
755708.34152	3006803.52717	-48.10643005371	50.001670837402	
755761.440749	3006812.223939	-47.20191574097	50.020072937012	
755809.701095	3006820.12818	-46.28269958496	50.021408081055	
755855.293632	3006827.595478	-44.89957809448	50.031871795654	
755905.445424	3006835.809506	-43.30937957764	50.046184539795	
755960.612394	3006844.844936	-40.87526702881	50.025913238525	
756021.296061	3006854.78391	-37.89730453491	50.110137939453	
756088.048095	3006865.716781	-33.81820678711	50.886539459229	
756161.475332	3006877.74294	-28.41460418701	56.85368347168	
756242.245293	3006890.971714	-21.56693649292	60.620307922363	
756331.09225	3006905.523365	-13.24605560303	68.823776245117	
756428.823903	3006921.530182	-3.761947870255	76.52564239502	
756536.328721	3006939.13768	6.1573581695557	73.147964477539	
756654.584021	3006958.505928	15.519379615784	70.112976074219	
756784.664851	3006979.811001	22.491466522217	74.545135498047	
756927.753764	3007003.246582	25.675924301147	78.539192199707	
757083.731395	3007028.793119	29.896001815796	76.743583679199	
757245.783986	3007055.334634	39.636489868164	85.839508056641	
757407.836578	3007081.876149	44.019824981689	89.99967956543	
757569.88917	3007108.417664	44.646457672119	90.000099182129	
757731.941761	3007134.959179	45.304950714111	90.019821166992	
757893.994353	3007161.500694	46.830188751221	90.302276611328	
758056.046945	3007188.042209	48.142772674561	91.472114562988	
758218.099536	3007214.583724	48.427665710449	92.016098022461	
758380.152128	3007241.125239	48.390552520752	91.975547790527	
758542.20472	3007267.666754	48.330638885498	91.8427734375	
758704.257311	3007294.208269	48.113418579102	96.739227294922	
758866.309903	3007320.749784	47.822925567627	99.935546875	
752850.5679838	3006201.901225	16.05438041687	92.612266540527	
753020.4773105	3006229.729542	14.616744041443	86.190101623535	
753190.38663729	3006257.55786	12.681204795837	79.821075439453	
753360.2959641	3006285.386177	9.6576128005981	71.703689575195	
753530.2052908	3006313.214494	1.5397316217422	65.985771179199	
753700.1146176	3006341.042812	-20.9593296051	75.923042297363	
753867.5157498	3006368.460328	-46.30135726929	68.779106140137	
754024.913554	3006394.239467	-53.4183807373	67.387580871582	
754168.002467	3006417.675047	-54.85740280151	59.954528808594	
754298.083297	3006438.98012	-56.62173461914	61.451965332031	
754416.338597	3006458.348368	-59.17743682861	63.378276824951	
754523.843415	3006475.955866	-61.56746673584	63.368988037109	
754621.575068	3006491.962683	-62.24992752075	59.023738861084	
754710.422025	3006506.514335	-60.91974639893	53.550098419189	
754791.191986	3006519.743109	-58.30923843384	50.575992584229	
754864.619223	3006531.769267	-54.89278030396	50.122615814209	
754931.371257	3006542.702138	-51.32347869873	50.041946411133	
754992.054924	3006552.641112	-48.4953918457	50.017589569092	
755047.221894	3006561.676543	-46.35468292236	50.007930755615	
755097.373685	3006569.89057	-45.10253143311	50.0	
755142.966223	3006577.357869	-44.42291259766	50.0	
755184.413984	3006584.146321	-44.77219009399	50.0	
755223.472194	3006590.543406	-45.11896896362	50.0	
755262.114557	3006596.872381	-45.94141387939	50.0	
755300.75692	3006603.201356	-46.32885742188	50.0	
755339.399283	3006609.530332	-46.59708786011	50.000003814697	
755378.041646	3006615.859307	-46.83698654175	50.00004196167	
755416.684009	3006622.188282	-47.77169799805	50.000045776367	
755455.742219	3006628.585366	-47.98583602905	50.002388000488	
755494.447392	3006634.924629	-48.34872817993	50.003452301025	
755532.383681	3006641.137961	-48.87012863159	50.00426864624	
755570.319969	3006647.351293	-49.10781860352	50.009300231934	
755608.256258	3006653.564625	-49.11231231689	50.009651184082	
755646.192546	3006659.777957	-49.04022979736	50.005172729492	
755684.128835	3006665.991289	-48.74434661865	50.001483917236	
755729.646593	3006673.44634	-48.13196563721	50.001350402832	
755782.745822	3006682.143109	-47.05428695679	50.000205993652	
755831.006168	3006690.04735	-45.81722259521	50.000087738037	
755876.598705	3006697.514648	-44.35198974609	50.001262664795	
755926.750496	3006705.728676	-42.41090011597	50.004539489746	
755981.917467	3006714.764107	-39.85052871704	50.004978179932	
756042.601134	3006724.70308	-36.42490768433	50.008281707764	
756109.353168	3006735.635951	-32.03760910034	50.849243164063	
756182.780405	3006747.66211	-26.2924823761	54.541973114014	
756263.550366	3006760.890884	-18.93299674988	61.538669586182	
756352.397323	3006775.442535	-10.12020206451	63.529479980469	
756450.128976	3006791.449352	-0.435492068529	68.773445129395	
756557.633794	3006809.05685	9.2809972763062	69.796272277832	
756675.889094	3006828.425099	17.848485946655	69.85285949707	
756805.969924	3006849.730171	23.695608139038	72.40941619873	
756949.058837	3006873.165752	25.964870452881	74.059463500977	
757105.036468	3006898.712289	28.391006469727	75.927406311035	
757267.089059	3006925.253804	37.351753234863	81.066558837891	
757429.141651	3006951.795319	43.56436920166	89.873931884766	
757591.194243	3006978.336834	44.426731109619	89.985702514648	
757753.246834	3007004.878349	44.507850646973	90.000205993652	
757915.299426	3007031.419864	45.215023040771	90.000671386719	
758077.352018	3007057.961379	46.751567840576	90.299285888672	
758239.404609	3007084.502894	47.688724517822	91.137481689453	
758401.457201	3007111.044409	47.848400115967	91.247383117676	
